0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	1
98	2
99	17
100	29
101	3527
102	3535
103	3768
104	3706
105	3910
106	3826
107	3953
108	3964
109	4033
110	4126
111	4097
112	3973
113	3999
114	4164
115	4297
116	4138
117	4266
118	4279
119	4447
120	4522
121	4670
122	4921
123	4863
124	5072
125	5725
126	5821
127	6152
128	6389
129	6322
130	6926
131	6677
132	6894
133	7137
134	7531
135	7263
136	7750
137	7796
138	7776
139	7955
140	7828
141	8271
142	8452
143	9364
144	9584
145	9965
146	10287
147	10223
148	10483
149	10677
150	11040
151	11333
152	11570
153	11986
154	12780
155	12097
156	11486
157	11342
158	11390
159	11323
160	11390
161	11441
162	12155
163	12339
164	12288
165	11841
166	11158
167	11237
168	11316
169	11648
170	11635
171	11730
172	11442
173	11478
174	11360
175	11137
176	11217
177	11075
178	11141
179	11213
180	11279
181	11232
182	11417
183	11676
184	11603
185	11674
186	11856
187	11715
188	11859
189	12061
190	11848
191	12057
192	12115
193	11979
194	12260
195	12487
196	12733
197	13041
198	13033
199	12985
200	13481
201	13610
202	13697
203	13826
204	14592
205	15043
206	17410
207	20430
208	19490
209	28753
210	29421
211	26198
212	24471
213	28448
214	28730
215	19547
216	18445
217	18789
218	19766
219	20203
220	20719
221	21166
222	21838
223	22745
224	23685
225	23700
226	24347
227	24895
228	24887
229	25799
230	26049
231	26551
232	27228
233	28356
234	28954
235	29838
236	30119
237	31020
238	32077
239	32991
240	33993
241	34727
242	35395
243	36743
244	37689
245	38777
246	40180
247	41093
248	41800
249	42833
250	44574
251	45509
252	46677
253	48403
254	49615
255	51460
256	53135
257	54864
258	57058
259	59113
260	61247
261	63726
262	66877
263	70143
264	73681
265	78567
266	84072
267	90148
268	98085
269	106078
270	117021
271	129033
272	145095
273	163997
274	188764
275	219922
276	258248
277	307842
278	370081
279	448527
280	546507
281	668777
282	816650
283	998213
284	1221699
285	1479126
286	1788068
287	2153259
288	2563056
289	3044380
290	3588691
291	4198515
292	4876677
293	5623563
294	6440870
295	7302370
296	8239529
297	9215476
298	10257405
299	11322769
300	12460060
301	13564884
302	14720085
303	15826707
304	16919672
305	17978705
306	18947685
307	19892696
308	20725628
309	21474854
310	22209593
311	22770567
312	23237053
313	23692596
314	23959305
315	24135224
316	24254685
317	24314236
318	24236386
319	24127141
320	24007759
321	23870348
322	23631599
323	23385777
324	23112824
325	22686841
326	22335451
327	21965665
328	21580159
329	21078539
330	20661599
331	20214564
332	19719915
333	19185334
334	18678781
335	18116245
336	17480052
337	16870096
338	16187924
339	15488759
340	14799545
341	14037600
342	13325924
343	12554840
344	11801511
345	11050280
346	10275837
347	9530410
348	8782574
349	8068396
350	7367747
351	6697869
352	6056892
353	5449218
354	4883631
355	4336084
356	3834420
357	3364923
358	2933682
359	2539947
360	2178944
361	1859324
362	1576238
363	1323150
364	1106744
365	917986
366	755485
367	617023
368	503508
369	408642
370	331713
371	268215
372	218023
373	176585
374	144011
375	119896
376	99681
377	83695
378	72036
379	61716
380	54231
381	47036
382	41862
383	37222
384	34071
385	31013
386	28733
387	26995
388	25439
389	23893
390	22584
391	21516
392	20691
393	20248
394	19571
395	18913
396	18024
397	17677
398	17267
399	16804
400	16540
401	15974
402	15867
403	15452
404	14852
405	14369
406	14020
407	13782
408	13623
409	13397
410	12854
411	13055
412	12727
413	12654
414	12456
415	12428
416	12424
417	12650
418	13213
419	14273
420	18098
421	23004
422	32075
423	21239
424	13697
425	5198
426	3352
427	2624
428	2488
429	2386
430	2200
