0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	22
81	20
82	10
83	13
84	17
85	24
86	31
87	21
88	27
89	68
90	84
91	142
92	252
93	305
94	374
95	389
96	419
97	385
98	450
99	455
100	636
101	5977
102	5866
103	6117
104	6131
105	6376
106	6288
107	6400
108	6476
109	6694
110	6597
111	6680
112	6899
113	6937
114	6840
115	7032
116	6855
117	6916
118	7165
119	7065
120	7397
121	7410
122	7601
123	7454
124	7828
125	8147
126	8289
127	8537
128	8873
129	8828
130	9004
131	9075
132	8983
133	9563
134	9726
135	9598
136	10101
137	9809
138	9884
139	10105
140	9869
141	10236
142	10520
143	11228
144	11374
145	11818
146	12047
147	11996
148	12300
149	12551
150	12821
151	12906
152	13075
153	13178
154	13745
155	13427
156	12994
157	12989
158	12942
159	13264
160	13192
161	13114
162	13682
163	13645
164	13605
165	13594
166	13551
167	13537
168	13521
169	13651
170	13789
171	13821
172	13806
173	13723
174	14089
175	14061
176	14066
177	14294
178	14406
179	14725
180	14714
181	14774
182	14822
183	15119
184	15443
185	15829
186	15762
187	16085
188	16696
189	16680
190	17125
191	17019
192	17237
193	17352
194	17267
195	17575
196	18003
197	18108
198	18401
199	18730
200	18939
201	18908
202	19507
203	19929
204	20506
205	20896
206	22375
207	23957
208	24260
209	28053
210	28135
211	27128
212	27009
213	29082
214	29540
215	26061
216	26457
217	26940
218	28106
219	28992
220	29230
221	30305
222	30982
223	31865
224	32767
225	33556
226	34583
227	35188
228	36068
229	36670
230	38086
231	38756
232	39944
233	41198
234	42357
235	42675
236	44631
237	46060
238	47430
239	48915
240	50374
241	51989
242	53526
243	55337
244	57140
245	59163
246	61129
247	63591
248	65667
249	68233
250	71508
251	73846
252	77088
253	81099
254	85366
255	89003
256	92243
257	97463
258	102875
259	109109
260	116586
261	122567
262	130908
263	139421
264	149709
265	160650
266	172294
267	185447
268	201203
269	217647
270	237271
271	260547
272	287189
273	318928
274	357474
275	402122
276	460259
277	532919
278	622182
279	733455
280	873693
281	1050832
282	1268038
283	1531592
284	1851269
285	2231967
286	2680019
287	3202339
288	3809148
289	4487973
290	5265925
291	6118079
292	7047551
293	8052667
294	9103787
295	10213935
296	11367636
297	12547153
298	13753800
299	14979783
300	16192528
301	17393290
302	18549306
303	19649191
304	20643714
305	21618864
306	22434809
307	23152944
308	23819615
309	24318093
310	24746414
311	25111636
312	25283557
313	25372079
314	25415616
315	25295399
316	25070418
317	24777847
318	24323073
319	23894017
320	23407330
321	22879146
322	22231310
323	21596160
324	20906823
325	20126859
326	19337407
327	18501217
328	17619226
329	16747548
330	15826775
331	14930377
332	13991481
333	13092403
334	12157173
335	11237691
336	10311324
337	9431482
338	8567886
339	7737706
340	6948105
341	6199964
342	5501914
343	4846935
344	4244276
345	3687675
346	3184280
347	2723622
348	2311899
349	1949216
350	1629577
351	1351973
352	1114839
353	913279
354	739982
355	596901
356	476815
357	382084
358	304264
359	241246
360	192647
361	152983
362	123247
363	100214
364	81919
365	67603
366	57060
367	48191
368	42080
369	36859
370	33039
371	29647
372	27103
373	25223
374	23821
375	22491
376	21326
377	21168
378	20425
379	19496
380	18825
381	18659
382	17762
383	17020
384	16700
385	16241
386	16190
387	15657
388	15013
389	14653
390	14062
391	13648
392	13341
393	13192
394	12761
395	12699
396	12922
397	12244
398	12040
399	11624
400	10959
401	10619
402	10114
403	9983
404	10349
405	10601
406	11986
407	14446
408	20925
409	22992
410	15243
411	10523
412	4426
413	2985
414	2448
415	2304
416	1851
417	1545
418	1287
419	1025
420	644
421	611
422	557
423	532
424	468
425	483
426	481
427	529
428	553
429	610
430	666
431	651
432	717
433	686
434	641
435	673
